Name,Party,Riding,Province,Status,ElectionNum
"MEYER, Tammy Lea ",Green Party of Canada,DEWDNEY--ALOUETTE,British Columbia,0,38
"MICHAEL, Bernadette ",Independent,WILLOWDALE,Ontario,0,38
"MIGNAULT, Isabelle ",Liberal,RIVIÈRE-DU-LOUP--MONTMAGNY,Quebec,0,38
"MILLER, Dana L.",Green Party of Canada,DELTA--RICHMOND EAST,British Columbia,0,38
"MINNA, Maria ",Liberal,BEACHES--EAST YORK,Ontario,1,38
"MOISAN-DOMM, Marilou ",Green Party of Canada,CHARLESBOURG,Quebec,0,38
"MONDACA, Margaret ",Marxist-Leninist Party,CHATHAM-KENT--ESSEX,Ontario,0,38
"MOQUIN-PERRY, Jeannine ",Christian Heritage Party of Canada,SAINT BONIFACE,Manitoba,0,38
"MOREAU, Mary ",Independent,SAANICH--GULF ISLANDS,British Columbia,0,38
"MORGAN, Bronagh Joyce",Green Party of Canada,LONDON NORTH CENTRE,Ontario,0,38
"MORRIS BOUDREAU, Katie ",Green Party of Canada,SOUTH SHORE--ST. MARGARET'S,Nova Scotia,0,38
"MORTON, Peggy ",Marxist-Leninist Party,EDMONTON CENTRE,Alberta,0,38
"MOSHER, Rebecca ",Green Party of Canada,CENTRAL NOVA,Nova Scotia,0,38
"MOURANI, Maria ",Bloc Québécois,AHUNTSIC,Quebec,0,38
"MUNROE, Pam ",Green Party of Canada,VANCOUVER ISLAND NORTH,British Columbia,0,38
"MURRAY, Janice ",Marxist-Leninist Party,ETOBICOKE--LAKESHORE,Ontario,0,38
"MYRDEN, Alison ",New Democratic Party,OAKVILLE,Ontario,0,38
"NANNAR, Rupinder ",Conservative Party of Canada,ETOBICOKE NORTH,Ontario,0,38
"NASH, Peggy ",New Democratic Party,PARKDALE--HIGH PARK,Ontario,0,38
"NELSON, Mary Sylvia",Christian Heritage Party of Canada,REGINA--QU'APPELLE,Saskatchewan,0,38
"NEVILLE, Anita ",Liberal,WINNIPEG SOUTH CENTRE,Manitoba,1,38
"NORMAN, Peg ",New Democratic Party,ST. JOHN'S SOUTH,Newfoundland and Labrador,0,38
"NOVACZEK, Irené ",Green Party of Canada,EGMONT,Prince Edward Island,0,38
"ODA, Bev ",Conservative Party of Canada,CLARINGTON--SCUGOG--UXBRIDGE,Ontario,1,38
"O'DONNELL, Dorothy-Jean ",Marxist-Leninist Party,CHILLIWACK--FRASER CANYON,British Columbia,0,38
"ORTON, Tania ",Green Party of Canada,OAKVILLE,Ontario,0,38
"PAINE, Andrea ",Conservative Party of Canada,PIERREFONDS--DOLLARD,Quebec,0,38
"PARKER, Ellen ",New Democratic Party,CROWFOOT,Alberta,0,38
"PARKES, Louise V",Liberal,OSHAWA,Ontario,0,38
"PARKS, Tanya ",Liberal,ELMWOOD--TRANSCONA,Manitoba,0,38
"PARRISH, Carolyn ",Liberal,MISSISSAUGA--ERINDALE,Ontario,1,38
"PARSONS, Tracy ",Progressive Canadian Party,DARTMOUTH--COLE HARBOUR,Nova Scotia,0,38
"PAULSEN, Tiffany ",Liberal,BLACKSTRAP,Saskatchewan,0,38
"PAVLOV, Anne Marie ",Green Party of Canada,HAMILTON CENTRE,Ontario,0,38
"PAVLOV, Jo ",Green Party of Canada,HAMILTON MOUNTAIN,Ontario,0,38
"PAXTON, Jane Elizabeth",Canadian Action Party,ST. CATHARINES,Ontario,0,38
"PEARSON, Margo ",Green Party of Canada,ETOBICOKE CENTRE,Ontario,0,38
"PETERSEN, Donna ",Marxist-Leninist Party,VANCOUVER KINGSWAY,British Columbia,0,38
"PHILLIPS, Hayley ",New Democratic Party,EDMONTON--SPRUCE GROVE,Alberta,0,38
"PHINNEY, Beth ",Liberal,HAMILTON MOUNTAIN,Ontario,1,38
"PICARD, Pauline ",Bloc Québécois,DRUMMOND,Quebec,1,38
"PIKE, Holly ",New Democratic Party,HUMBER--ST. BARBE--BAIE VERTE,Newfoundland and Labrador,0,38
"PILLER, Janine ",New Democratic Party,ST. JOHN'S NORTH,Newfoundland and Labrador,0,38
"PLOURDE, Huguette ",Marijuana Party,KELOWNA,British Columbia,0,38
"POIRIER-RIVARD, Denise ",Bloc Québécois,CHÂTEAUGUAY--SAINT-CONSTANT,Quebec,1,38
"POUNDER, Kathy ",New Democratic Party,BRAMPTON--SPRINGDALE,Ontario,0,38
"POWLES, Elizabeth ",Green Party of Canada,WINDSOR--TECUMSEH,Ontario,0,38
"PRÉVOST, Corrinne ",Canadian Action Party,EGLINTON--LAWRENCE,Ontario,0,38
"PREYMA, Lida ",Conservative Party of Canada,ETOBICOKE CENTRE,Ontario,0,38
"PROCURE, Joyce ",New Democratic Party,OKANAGAN--COQUIHALLA,British Columbia,0,38
"PROVENCHER, Doris ",Bloc Québécois,BOURASSA,Quebec,0,38
"PROVENCHER, Ghislaine ",Liberal,RICHELIEU,Quebec,0,38
"PYNENBURG, Mary ",Liberal,BURNABY--NEW WESTMINSTER,British Columbia,0,38
"RANKIN, Naomi ",Communist Party of Canada,EDMONTON--BEAUMONT,Alberta,0,38
"RATANSI, Yasmin ",Liberal,DON VALLEY EAST,Ontario,1,38
"RAYMOND, Rosane ",Conservative Party of Canada,ALFRED-PELLAN,Quebec,0,38
"REDMAN, Karen ",Liberal,KITCHENER CENTRE,Ontario,1,38
"REID, Angela ",Green Party of Canada,BURLINGTON,Ontario,0,38
"REIMER, Katharine ",Christian Heritage Party of Canada,KILDONAN--ST. PAUL,Manitoba,0,38
"RICHARDS, Pauline ",Green Party of Canada,KITCHENER--WATERLOO,Ontario,0,38
"RICHARDSON, Sheila G.",Green Party of Canada,NORTH NOVA,Nova Scotia,0,38
"RICHTER, Kim ",Liberal,LANGLEY,British Columbia,0,38
"RIMSTAD, Tara ",Marxist-Leninist Party,PRINCE GEORGE--PEACE RIVER,British Columbia,0,38
"RIVARD, Lyne ",Marijuana Party,GUELPH,Ontario,0,38
"RIVIER, Marlene ",New Democratic Party,OTTAWA WEST--NEPEAN,Ontario,0,38
"ROBERTS, Avalon ",Liberal,CALGARY SOUTHWEST,Alberta,0,38
"ROBERTS, Danielle ",Green Party of Canada,CALGARY WEST,Alberta,0,38
"ROBILLARD, Lucienne ",Liberal,WESTMOUNT--VILLE-MARIE,Quebec,1,38
"ROBILLIARD, Deanna ",Green Party of Canada,REGINA--QU'APPELLE,Saskatchewan,0,38
"RODRIGUES, Theresa ",Conservative Party of Canada,DAVENPORT,Ontario,0,38
"ROMANO ANTHONY, Sandra ",New Democratic Party,YORK WEST,Ontario,0,38
"ROWLEY, Elizabeth ",Communist Party of Canada,SCARBOROUGH SOUTHWEST,Ontario,0,38
"ROY, Françoise ",Marxist-Leninist Party,OTTAWA--VANIER,Ontario,0,38
"ROY-ARCELIN, Nicole ",Conservative Party of Canada,LASALLE--ÉMARD,Quebec,0,38
"ROYER, Geneviève ",Marxist-Leninist Party,BOURASSA,Quebec,0,38
"RUITER, Irma D.",Christian Heritage Party of Canada,WELLAND,Ontario,0,38
"RUSSELL, Regena Kaye",New Democratic Party,EGMONT,Prince Edward Island,0,38
"SADEM-THOMPSON, Maret ",New Democratic Party,WHITBY--OSHAWA,Ontario,0,38
"SAGAR, Margaret E.",New Democratic Party,NORTH NOVA,Nova Scotia,0,38
"SARAFIN, Bev ",Conservative Party of Canada,THUNDER BAY--SUPERIOR NORTH,Ontario,0,38
"SARGENT, Kaye ",Libertarian Party of Canada,OXFORD,Ontario,0,38
"SAURAS, Dorothy ",Communist Party of Canada,SCARBOROUGH CENTRE,Ontario,0,38
"SAVIGNAC, Yolaine ",Liberal,RIVIÈRE-DES-MILLE-ÎLES,Quebec,0,38
"SCHWARZ, Gretchen ",New Democratic Party,PONTIAC,Quebec,0,38
"SETTEE, Priscilla ",New Democratic Party,SASKATOON--WANUSKEWIN,Saskatchewan,0,38
"SGRO, Judy ",Liberal,YORK WEST,Ontario,1,38
"SINKOWSKI, Carrie ",New Democratic Party,HALDIMAND--NORFOLK,Ontario,0,38
"SKELTON, Carol ",Conservative Party of Canada,SASKATOON--ROSETOWN--BIGGAR,Saskatchewan,1,38
"SLAVIN, Linda ",New Democratic Party,PETERBOROUGH,Ontario,0,38
"SMITH, Joy ",Conservative Party of Canada,KILDONAN--ST. PAUL,Manitoba,1,38
"STAPLETON, Kris ",Green Party of Canada,KITCHENER--CONESTOGA,Ontario,0,38
"STEPHAN, Diane ",Christian Heritage Party of Canada,BATTLEFORDS--LLOYDMINSTER,Saskatchewan,0,38
"STERK, Jane ",Green Party of Canada,ESQUIMALT--JUAN DE FUCA,British Columbia,0,38
"STEWART, Judy ",Liberal,WILD ROSE,Alberta,0,38
"ST-HILAIRE, Caroline ",Bloc Québécois,LONGUEUIL,Quebec,1,38
"ST-JACQUES, Diane ",Liberal,SHEFFORD,Quebec,0,38
"STODOLNY, Julie-Ann ",Green Party of Canada,ELGIN--MIDDLESEX--LONDON,Ontario,0,38
"STORTZ, Peggy ",Green Party of Canada,NORTH VANCOUVER,British Columbia,0,38
"ST-PIERRE, Christine ",Liberal,RICHMOND--ARTHABASKA,Quebec,0,38
"STRACHAN, Merrill ",Conservative Party of Canada,LABRADOR,Newfoundland and Labrador,0,38
"STROH, Betty ",New Democratic Party,MEDICINE HAT,Alberta,0,38
"STRONACH, Belinda ",Conservative Party of Canada,NEWMARKET--AURORA,Ontario,1,38
"STRUDWICK, Janina ",New Democratic Party,EDMONTON EAST,Alberta,0,38
"SULLIVAN, Dagmar ",Marxist-Leninist Party,MISSISSAUGA SOUTH,Ontario,0,38
"SULLIVAN, Linda ",Marxist-Leninist Party,OUTREMONT,Quebec,0,38
"SUTTON, Vanessa ",Liberal,OKANAGAN--COQUIHALLA,British Columbia,0,38
"SYED, Itrath ",New Democratic Party,DELTA--RICHMOND EAST,British Columbia,0,38
"TANGRI, Nina ",Conservative Party of Canada,MISSISSAUGA--STREETSVILLE,Ontario,0,38
"TANGUAY, Nicky ",Marijuana Party,LAURIER,Quebec,0,38
"TAYLOR, Carol ",Marijuana Party,OTTAWA--VANIER,Ontario,0,38
"TAYLOR, Pat ",Canadian Action Party,SOUTH SURREY--WHITE ROCK--CLOVERDALE,British Columbia,0,38
"THÉBERGE, Dominique ",Communist Party of Canada,LOUIS-SAINT-LAURENT,Quebec,0,38
"THÉRIAULT, Cathy ",Marijuana Party,SYDNEY--VICTORIA,Nova Scotia,0,38
"THIBAULT, Louise ",Bloc Québécois,RIMOUSKI--TÉMISCOUATA,Quebec,1,38
"THIBEAULT, Yolande ",Liberal,SAINT-LAMBERT,Quebec,0,38
"THOMAS, Elizabeth ",New Democratic Party,CALGARY EAST,Alberta,0,38
"THOMAS, Joyce ",New Democratic Party,MACLEOD,Alberta,0,38
"THOMAS, Melanee ",New Democratic Party,LETHBRIDGE,Alberta,0,38
"THOMPSON, Brenda ",Canadian Action Party,SCARBOROUGH--GUILDWOOD,Ontario,0,38
"THOMPSON, Manitok ",Independent,NUNAVUT,Nunavut,0,38
"THOMPSON, Sarah ",Marxist-Leninist Party,DAVENPORT,Ontario,0,38
"THOMPSON, Susan ",New Democratic Party,PEACE RIVER,Alberta,0,38
"THORPE, Arleene ",Liberal,PRINCE GEORGE--PEACE RIVER,British Columbia,0,38
"TIETZ, Irene ",Green Party of Canada,OXFORD,Ontario,0,38
"TORSNEY, Paddy ",Liberal,BURLINGTON,Ontario,1,38
"TOUSIGNANT, Nathalie ",Liberal,VERCHÈRES--LES PATRIOTES,Quebec,0,38
"TOWNS, Maureen ",Liberal,EDMONTON--SHERWOOD PARK,Alberta,0,38
"TRAVERS, Carli ",Green Party of Canada,NEW WESTMINSTER--COQUITLAM,British Columbia,0,38
"TREMBLAY, France ",Marxist-Leninist Party,ETOBICOKE CENTRE,Ontario,0,38
"TREMBLAY, Isabelle ",New Democratic Party,ROBERVAL,Quebec,0,38
"TREMBLAY, Lynette ",Green Party of Canada,AHUNTSIC,Quebec,0,38
"TURNBULL, Julia ",Liberal,CALGARY SOUTH CENTRE,Alberta,0,38
"UR, Rose-Marie ",Liberal,MIDDLESEX--KENT--LAMBTON,Ontario,1,38
"VAILLANCOURT, Dominique ",New Democratic Party,GATINEAU,Quebec,0,38
"VARGAS, Nilda ",Communist Party of Canada,SAINT-LAURENT--CARTIERVILLE,Quebec,0,38
"VAUTOUR, Angela ",Conservative Party of Canada,BEAUSÉJOUR,New Brunswick,0,38
"VERNER, Josée ",Conservative Party of Canada,LOUIS-SAINT-LAURENT,Quebec,0,38
"VETTESE, Sharolyn ",Green Party of Canada,WILLOWDALE,Ontario,0,38
"VILLAMIZAR, Margaret ",Marxist-Leninist Party,LONDON WEST,Ontario,0,38
"WALKER, Gail ",Green Party of Canada,HULL--AYLMER,Quebec,0,38
"WALLEY, Liisa ",Green Party of Canada,OSHAWA,Ontario,0,38
"WASYLYCIA-LEIS, Judy ",New Democratic Party,WINNIPEG NORTH,Manitoba,1,38
"WHELAN, Susan ",Liberal,ESSEX,Ontario,0,38
"WHITE, Sheila ",New Democratic Party,SCARBOROUGH--GUILDWOOD,Ontario,0,38
"WHITTAKER, Rebecca ",Marijuana Party,KILDONAN--ST. PAUL,Manitoba,0,38
"WIEBE, Nettie ",New Democratic Party,SASKATOON--HUMBOLDT,Saskatchewan,0,38
"WILSON, Kate ",Liberal,YORK--SIMCOE,Ontario,0,38
"WONG, Alice ",Conservative Party of Canada,RICHMOND,British Columbia,0,38
"WONG, Sally ",Christian Heritage Party of Canada,MISSISSAUGA EAST--COOKSVILLE,Ontario,0,38
"WOODE, Pat ",Christian Heritage Party of Canada,WELLINGTON--HALTON HILLS,Ontario,0,38
"YACCARINI, Antonine ",Green Party of Canada,QUÉBEC,Quebec,0,38
"YELICH, Lynne ",Conservative Party of Canada,BLACKSTRAP,Saskatchewan,1,38
"ZAHARIA, Sarah ",New Democratic Party,PROVENCHER,Manitoba,0,38
"ZIMMERMAN, Debbie ",Liberal,NIAGARA WEST--GLANBROOK,Ontario,0,38
"ABLONCZY, Diane ",Conservative Party of Canada,CALGARY--NOSE HILL,Alberta,1,39
"AGRELL, Tina ",New Democratic Party,OAKVILLE,Ontario,0,39
"AKOURY, Maro ",Liberal,SAINT-JEAN,Quebec,0,39
"ALAM, Ishrat ",Conservative Party of Canada,SAINT-LAURENT--CARTIERVILLE,Quebec,0,39
"ALBRIGHT, Terry ",New Democratic Party,SAINT JOHN,New Brunswick,0,39
"AMBROSE, Rona ",Conservative Party of Canada,EDMONTON--SPRUCE GROVE,Alberta,1,39
"ARSENAULT-ANTOLICK, Haida ",Green Party of Canada,CARDIGAN,Prince Edward Island,0,39
"ASHLEY - PRYCE, Stephanie ",Green Party of Canada,ABBOTSFORD,British Columbia,0,39
"ASHTON, Niki Christina ",New Democratic Party,CHURCHILL,Manitoba,0,39
"ASKIN, Margaret Peggy ",Marxist-Leninist Party,CALGARY CENTRE-NORTH,Alberta,0,39
"AUBERT, Anne-Marie ",New Democratic Party,BERTHIER--MASKINONGÉ,Quebec,0,39
"AUCLAIR, Rose-Aimée ",New Democratic Party,LAURENTIDES--LABELLE,Quebec,0,39
"AUSTIN, Katy ",New Democratic Party,SIMCOE--GREY,Ontario,0,39
"BAKOPANOS, Eleni ",Liberal,AHUNTSIC,Quebec,0,39
"BARBER, Gina ",New Democratic Party,LONDON WEST,Ontario,0,39
"BARBOT, Vivian ",Bloc Québécois,PAPINEAU,Quebec,1,39
"BARCLAY, Susan ",New Democratic Party,KENORA,Ontario,0,39
"BARIL, Shirley ",Liberal,LÉVIS--BELLECHASSE,Quebec,0,39
"BARNES, Sue ",Liberal,LONDON WEST,Ontario,1,39
"BARRON, Herta ",Liberal,BLACKSTRAP,Saskatchewan,0,39
"BEAUMIER, Colleen ",Liberal,BRAMPTON WEST,Ontario,1,39
"BÉDARD, Marie Martine ",Green Party of Canada,RIVIÈRE-DES-MILLE-ÎLES,Quebec,0,39
"BELL, Catherine ",New Democratic Party,VANCOUVER ISLAND NORTH,British Columbia,1,39
"BENNETT, Carolyn ",Liberal,ST. PAUL'S,Ontario,1,39
"BERNARDO, Beverly ",No affiliation to a recognised party,PARKDALE--HIGH PARK,Ontario,0,39
"BICKFORD, Kelly ",New Democratic Party,RED DEER,Alberta,0,39
"BILEY, Barbara ",Marxist-Leninist Party,NANAIMO--ALBERNI,British Columbia,0,39
"BISAILLON, Véronique ",Green Party of Canada,SAINT-JEAN,Quebec,0,39
"BISHOP, Jillana ",Green Party of Canada,WINDSOR WEST,Ontario,0,39
"BISSONNETTE, Lise ",Green Party of Canada,MARC-AURÈLE-FORTIN,Quebec,0,39
"BLACK, Dawn ",New Democratic Party,NEW WESTMINSTER--COQUITLAM,British Columbia,1,39
"BLONDIN-ANDREW, Ethel ",Liberal,WESTERN ARCTIC,Northwest Territories,0,39
"BOIVIN, Françoise ",Liberal,GATINEAU,Quebec,0,39
"BOIVIN, Geneviève ",New Democratic Party,TROIS-RIVIÈRES,Quebec,0,39
"BONSANT, France ",Bloc Québécois,COMPTON--STANSTEAD,Quebec,1,39
"BOTTER, Bev ",Liberal,MEDICINE HAT,Alberta,0,39
"BOUCHARD, Chantal ",Liberal,CHAMBLY--BORDUAS,Quebec,0,39
"BOUCHER, Sylvie ",Conservative Party of Canada,BEAUPORT--LIMOILOU,Quebec,1,39
"BOULDING, Jo-Anne ",New Democratic Party,PARRY SOUND--MUSKOKA,Ontario,0,39
"BOURGEOIS, Diane ",Bloc Québécois,TERREBONNE--BLAINVILLE,Quebec,1,39
"BOUTET, Ginette ",Marxist-Leninist Party,LAURIER--SAINTE-MARIE,Quebec,0,39
"BOWERING, Lynn ",New Democratic Party,BRANT,Ontario,0,39
"BOWYER, Karan ",Green Party of Canada,OKANAGAN--COQUIHALLA,British Columbia,0,39
"BOYDE, Pam ",New Democratic Party,YUKON,Yukon,0,39
"BRAULT, Céline ",New Democratic Party,PONTIAC,Quebec,0,39
"BRIDGEN, Tasha ",New Democratic Party,CARLETON--MISSISSIPPI MILLS,Ontario,0,39
"BRIÈRE, Francine ",Green Party of Canada,SHEFFORD,Quebec,0,39
"BROWES, Pauline ",Conservative Party of Canada,SCARBOROUGH--GUILDWOOD,Ontario,0,39
"BROWN, Alice ",New Democratic Party,OKANAGAN--SHUSWAP,British Columbia,0,39
"BROWN, Lois ",Conservative Party of Canada,NEWMARKET--AURORA,Ontario,0,39
"BROWN, M. A. Bonnie ",Liberal,OAKVILLE,Ontario,1,39
"BRUNELLE, Paule ",Bloc Québécois,TROIS-RIVIÈRES,Quebec,1,39
"BULTE, Sarmite Sam ",Liberal,PARKDALE--HIGH PARK,Ontario,0,39
"BURGESS, Juliet ",Green Party of Canada,CALGARY--NOSE HILL,Alberta,0,39
"BURGIS, Jennifer ",New Democratic Party,SAANICH--GULF ISLANDS,British Columbia,0,39
"CAMERON, Cynthia ",New Democratic Party,ETOBICOKE CENTRE,Ontario,0,39
"CAPNERHURST, Trey ",Green Party of Canada,EDMONTON EAST,Alberta,0,39
"CARBONNEAU, Marie-Josée ",Conservative Party of Canada,ABITIBI--TÉMISCAMINGUE,Quebec,0,39
"CARNEGIE, Rochelle ",New Democratic Party,WILLOWDALE,Ontario,0,39
"CARR, Anna-Celestrya ",Communist Party of Canada,WINNIPEG CENTRE,Manitoba,0,39
"CARROLL, Aileen ",Liberal,BARRIE,Ontario,0,39
"CARTER, Heather ",Liberal,NIAGARA WEST--GLANBROOK,Ontario,0,39
"CASTONGUAY, Audrey ",Conservative Party of Canada,HOCHELAGA,Quebec,0,39
"CHALIFOUR SCHERRER, Hélène ",Liberal,LOUIS-HÉBERT,Quebec,0,39
"CHAMBERLAIN, Brenda ",Liberal,GUELPH,Ontario,1,39
"CHAPMAN, Arlene ",New Democratic Party,EDMONTON EAST,Alberta,0,39
"CHAPMAN, Carol Lee ",Marxist-Leninist Party,CARIBOO--PRINCE GEORGE,British Columbia,0,39
"CHARLEMAGNE, Justine ",Bloc Québécois,SAINT-LÉONARD--SAINT-MICHEL,Quebec,0,39
"CHARLTON, Chris ",New Democratic Party,HAMILTON MOUNTAIN,Ontario,1,39
"CHARTIER, Cléo ",New Democratic Party,BEAUCE,Quebec,0,39
"CHESNIK, Laura ",Marxist-Leninist Party,WINDSOR--TECUMSEH,Ontario,0,39
"CHEVRIER, Joëlle ",New Democratic Party,SAINT-HYACINTHE--BAGOT,Quebec,0,39
"CHIU, May ",Bloc Québécois,LASALLE--ÉMARD,Quebec,0,39
"CHOW, Olivia ",New Democratic Party,TRINITY--SPADINA,Ontario,1,39
"CHURLEY, Marilyn ",New Democratic Party,BEACHES--EAST YORK,Ontario,0,39
"CLAYPOOL, Angel ",New Democratic Party,LANGLEY,British Columbia,0,39
"CLEGG, Nancy ",New Democratic Party,NEWTON--NORTH DELTA,British Columbia,0,39
"COADY, Siobhan ",Liberal,ST. JOHN’S SOUTH--MOUNT PEARL,Newfoundland and Labrador,0,39
"COLELLA, Laura ",New Democratic Party,SAINT-LÉONARD--SAINT-MICHEL,Quebec,0,39
"COLLINS, Bev ",Canadian Action Party,CARIBOO--PRINCE GEORGE,British Columbia,0,39
"COOZE, Sandra ",New Democratic Party,BONAVISTA--GANDER--GRAND FALLS--WINDSOR,Newfoundland and Labrador,0,39
"COURTOT, Pamela ",New Democratic Party,OAK RIDGES--MARKHAM,Ontario,0,39
"COURVILLE, Suzanne ",Conservative Party of Canada,ARGENTEUIL--PAPINEAU--MIRABEL,Quebec,0,39
"COUTO, Elaine ",Marxist-Leninist Party,ST. CATHARINES,Ontario,0,39
"COYNE, Deborah ",Liberal,TORONTO--DANFORTH,Ontario,0,39
"CROWDER, Jean ",New Democratic Party,NANAIMO--COWICHAN,British Columbia,1,39
"CROWLEY, Hilary ",Green Party of Canada,PRINCE GEORGE--PEACE RIVER,British Columbia,0,39
"DANDENAULT, Christine ",Marxist-Leninist Party,HOCHELAGA,Quebec,0,39
"DAUPHINAIS, Sylvie ",New Democratic Party,GASPÉSIE--ÎLES-DE-LA-MADELEINE,Quebec,0,39
"DAVIDSON, Pat ",Conservative Party of Canada,SARNIA--LAMBTON,Ontario,1,39
"DAVIES, Libby ",New Democratic Party,VANCOUVER EAST,British Columbia,1,39
"DAVIS, Judy ",Green Party of Canada,BONAVISTA--GANDER--GRAND FALLS--WINDSOR,Newfoundland and Labrador,0,39
"DE ANGELIS-PATER, Maria ",Green Party of Canada,YORK SOUTH--WESTON,Ontario,0,39
"DEBELLEFEUILLE, Claude ",Bloc Québécois,BEAUHARNOIS--SALABERRY,Quebec,1,39
"DEMERS, Nicole ",Bloc Québécois,LAVAL,Quebec,1,39
"DESCHAMPS, Johanne ",Bloc Québécois,LAURENTIDES--LABELLE,Quebec,1,39
"DESJARDINS, Sarah ",Green Party of Canada,HAUTE-GASPÉSIE--LA MITIS--MATANE--MATAPÉDIA,Quebec,0,39
"DESJARLAIS, Bev ",Independent,CHURCHILL,Manitoba,0,39
"DESROSIERS, Caroline ",New Democratic Party,AHUNTSIC,Quebec,0,39
"DEVRIES, Irma ",Christian Heritage Party of Canada,PERTH--WELLINGTON,Ontario,0,39
"DEWOLFE, Mary ",New Democratic Party,KINGS--HANTS,Nova Scotia,0,39
"DHALLA, Ruby ",Liberal,BRAMPTON--SPRINGDALE,Ontario,1,39
"DI CARLO, Anna ",Marxist-Leninist Party,ETOBICOKE NORTH,Ontario,0,39
"DOMINIQUE, Marie-Migniaud ",Liberal,LA POINTE-DE-L'ÎLE,Quebec,0,39
"DOMSY, Laura ",Green Party of Canada,OAKVILLE,Ontario,0,39
"DONOVAN, Patty ",Green Party of Canada,FUNDY ROYAL,New Brunswick,0,39
"DOWNEY, Cynthia ",Conservative Party of Canada,RANDOM--BURIN--ST. GEORGE'S,Newfoundland and Labrador,0,39
"DROLET, Caroline ",Liberal,QUÉBEC,Quebec,0,39
"DUNCAN, Linda ",New Democratic Party,EDMONTON--STRATHCONA,Alberta,0,39
"DUSEL, Jo-Anne ",New Democratic Party,PALLISER,Saskatchewan,0,39
"ELDER, Liz ",New Democratic Party,SAINT-LAURENT--CARTIERVILLE,Quebec,0,39
"ELLIS, Christine ",Green Party of Canada,VANCOUVER EAST,British Columbia,0,39
"ÉMOND LAPOINTE, Christine ",Bloc Québécois,PONTIAC,Quebec,0,39
"ERVIN, Virginia ",Green Party of Canada,DURHAM,Ontario,0,39
"FAILLE, Meili ",Bloc Québécois,VAUDREUIL--SOULANGES,Quebec,1,39
"FARNWORTH, Lee ",Liberal,OTTAWA WEST--NEPEAN,Ontario,0,39
"FENNESSEY, Jo-Ann ",New Democratic Party,GLENGARRY--PRESCOTT--RUSSELL,Ontario,0,39
"FINLEY, Diane ",Conservative Party of Canada,HALDIMAND--NORFOLK,Ontario,1,39
"FINNAMORE, Alice ",New Democratic Party,TOBIQUE--MACTAQUAC,New Brunswick,0,39
"FISHER-BRADLEY, Jen ",Canadian Action Party,NANAIMO--ALBERNI,British Columbia,0,39
"FOGAL, Connie ",Canadian Action Party,VANCOUVER KINGSWAY,British Columbia,0,39
"FOGAL, Marcia ",Canadian Action Party,PALLISER,Saskatchewan,0,39
"FOLCO, Raymonde ",Liberal,LAVAL--LES ÎLES,Quebec,1,39
"FOREST, Josyanne ",Liberal,REPENTIGNY,Quebec,0,39
"FORREST, Wendy ",Canadian Action Party,DAVENPORT,Ontario,0,39
"FORSEY, Helen ",New Democratic Party,LANARK--FRONTENAC--LENNOX AND ADDINGTON,Ontario,0,39
"FRÉCHETTE, Sophie ",Bloc Québécois,WESTMOUNT--VILLE-MARIE,Quebec,0,39
"FREEMAN, Carole ",Bloc Québécois,CHÂTEAUGUAY--SAINT-CONSTANT,Quebec,1,39
"FRULLA, Liza ",Liberal,JEANNE-LE BER,Quebec,0,39
"FRY, Hedy ",Liberal,VANCOUVER CENTRE,British Columbia,1,39
"GADZALA, Lori ",Green Party of Canada,NEPEAN--CARLETON,Ontario,0,39
"GAGNÉ, Renée ",Liberal,MARC-AURÈLE-FORTIN,Quebec,0,39
"GAGNON, Christiane ",Bloc Québécois,QUÉBEC,Quebec,1,39
"GALLAGHER, Lisa ",Communist Party of Canada,BRANDON--SOURIS,Manitoba,0,39
"GALLANT, Cheryl ",Conservative Party of Canada,RENFREW--NIPISSING--PEMBROKE,Ontario,1,39
"GARAHAN, Moe ",Green Party of Canada,PONTIAC,Quebec,0,39
"GENET, Maude ",Green Party of Canada,RIVIÈRE-DU-NORD,Quebec,0,39
"GERL, Sylvia ",New Democratic Party,YORK--SIMCOE,Ontario,0,39
"GHADDAR, Jamilé ",Marxist-Leninist Party,ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE,Ontario,0,39
"GIBBONS, Laurel ",New Democratic Party,NEPEAN--CARLETON,Ontario,0,39
"GIBSON, Janine G. ",Green Party of Canada,PROVENCHER,Manitoba,0,39
"GIGUÈRE, Valérie ",Liberal,CHARLESBOURG--HAUTE-SAINT-CHARLES,Quebec,0,39
"GIRARD, Martine ",Liberal,TROIS-RIVIÈRES,Quebec,0,39
"GIROUARD, Anna ",Green Party of Canada,BEAUSÉJOUR,New Brunswick,0,39
"GODUE, Marie-Claude ",Conservative Party of Canada,BERTHIER--MASKINONGÉ,Quebec,0,39
"GORCHINSKY, Wendy ",Green Party of Canada,MONTCALM,Quebec,0,39
"GRAHAM, Karen ",Liberal,SIMCOE NORTH,Ontario,0,39
"GRATTON, Nathalie ",Green Party of Canada,BERTHIER--MASKINONGÉ,Quebec,0,39
"GREEN, Kay ",Green Party of Canada,NIAGARA FALLS,Ontario,0,39
"GREETHAM, Sue ",Conservative Party of Canada,YUKON,Yukon,0,39
"GREWAL, Nina ",Conservative Party of Canada,FLEETWOOD--PORT KELLS,British Columbia,1,39
"GROS-LOUIS, Isa ",Liberal,LOUIS-SAINT-LAURENT,Quebec,0,39
